label,seed,veh_share,veh_iw_mean,veh_stop_rate,veh_reaction_prob,veh_reaction_delay_s,lm_share,lm_iw_mean,lm_stop_rate,lm_relief_effect,lm_stop_after_rate,tac_share,tac_iw_mean,tac_stop_rate,tac_risk_mean,noref_share,noref_iw_mean,noref_stop_rate,noref_ep_len,noref_retrieval_per100,cross_share,cross_iw_mean,cross_stop_rate,cross_wait_s
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|14,20260709,0.016205910390848427,4.306351470588235,13.23529411764706,0.25,0.3632666666665803,0.020972354623450904,2.1714170454545454,3.4090909090909087,0.10368750000000002,0.13636363636363635,0.5481410867492851,1.9483799565217392,0.7391304347826086,0.03185665217391304,0.22283126787416588,2.294014973262032,7.4866310160427805,10.462857142857143,1.06951871657754,0.21734985700667303,5.169575877192982,27.192982456140353,203.08389999999935
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|18,20260705,0.02539912917271408,4.490255238095238,11.428571428571429,0.2222222222222222,1.0423499999999848,0.019351717464925013,2.19863375,0.0,0.07359750000000001,0.0,0.5616835994194485,1.9468403531438414,1.0766580534022396,0.03160215331610681,0.22181906144170296,2.061179607415485,5.997818974918212,10.080924855491329,1.6357688113413305,0.20996613449443638,3.7801732718894008,27.07373271889401,184.14759999999993
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|14,20260706,0.014004272489912177,3.365254237288136,20.33898305084746,0.3,0.35000000000002274,0.023736055067647758,2.118488,0.0,0.049221,0.0,0.529314028008545,1.9625889686098656,0.8071748878923767,0.03151641255605381,0.24614289105150725,2.5967547733847636,8.389585342333655,11.43452380952381,1.9286403085824495,0.21528601946356515,4.873332194046307,27.894156560088202,200.08499999999844
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|18,20260707,0.018039401851412295,4.758867105263158,17.105263157894736,0.38461538461538464,0.6738800000000538,0.018988844054118204,2.0599175,1.25,0.08009374999999999,0.05,0.5528127225255163,1.9416865178188063,0.8158007728638901,0.03125418634607127,0.2169475433183005,2.176348249452954,6.673960612691467,10.439306358381502,0.9846827133479212,0.21647282221694755,3.7191395833333334,30.263157894736842,204.3822999999995
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|18,20260708,0.022792022792022793,3.8533822916666662,11.458333333333332,0.25,0.6474499999999352,0.017094017094017096,2.1119416666666666,1.3888888888888888,0.04817777777777778,0.05555555555555555,0.5413105413105413,1.9566994298245615,0.5263157894736842,0.030956315789473682,0.23219373219373218,2.2156416155419225,7.770961145194274,10.710227272727273,1.329243353783231,0.21794871794871795,4.321247712418301,31.045751633986928,192.2215000000003
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|18,20260706,0.020551144325081736,4.510943181818182,28.40909090909091,0.5333333333333333,0.8123750000000314,0.019617001401214387,2.1530154761904763,1.1904761904761905,0.07261666666666666,0.047619047619047616,0.5294255021018216,1.9474711071901192,0.7057785619761799,0.03196497573886194,0.23493694535263895,2.293826540755467,7.654075546719683,10.916201117318435,1.6898608349900597,0.23003269500233536,3.9439322842639597,25.380710659898476,239.701900000001
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|18,20260709,0.012943432406519654,3.1043925925925926,35.18518518518518,0.4444444444444444,0.4974500000000148,0.021572387344199424,2.147638888888889,1.1111111111111112,0.06208913043478261,0.043478260869565216,0.5651965484180249,1.9430237065309586,0.6361323155216284,0.03108019508057676,0.22219558964525407,2.1714811218985974,7.5512405609492985,10.08,0.9708737864077669,0.20709491850431447,3.5007033564814813,28.587962962962965,193.49259999999964
R1|PROBE_RELIEF_RATIO|0.2,20260708,0.012817469736529788,3.509990740740741,24.074074074074073,0.5555555555555556,0.6538799999999355,0.015191075243294565,2.245875,0.0,0.10164375,0.0,0.5608829812485165,1.9439843419382141,1.1002962336013542,0.03235285653829877,0.20958936624732968,2.0010420158550395,9.626274065685164,9.888268156424582,1.245753114382786,0.22525516259197723,3.8618858798735514,25.922023182297156,200.99149999999977
R1|PROBE_RELIEF_RATIO|0.2,20260709,0.017374517374517374,3.9280999999999997,16.666666666666664,0.25,0.7265333333332364,0.02027027027027027,2.165534523809524,2.380952380952381,0.06251785714285714,0.09523809523809523,0.5733590733590733,1.9442737794612794,1.0942760942760943,0.03175694444444444,0.21525096525096524,1.9829970852017937,9.304932735426009,10.017543859649123,0.7847533632286996,0.2055984555984556,4.043288497652583,24.76525821596244,186.42540000000164
R1|PROBE_RELIEF_RATIO|0.3,20260708,0.012817469736529788,3.4920240740740742,24.074074074074073,0.5555555555555556,0.6538799999999355,0.015191075243294565,2.245875,0.0,0.10157656250000001,0.0,0.5608829812485165,1.9414699534490056,1.1002962336013542,0.0323196783749471,0.20958936624732968,1.931184597961495,9.626274065685164,9.888268156424582,1.245753114382786,0.22525516259197723,3.8088186512118023,25.922023182297156,200.99149999999977
